sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
ABLG10634	ABLG10634	1	ABLG10634_S410_L001_R1_001.fastq.gz	ABLG10634_S410_L001_R2_001.fastq.gz	734	734	704	704	703	703	702	702	702
ABLG10655	ABLG10655	1	ABLG10655_S411_L001_R1_001.fastq.gz	ABLG10655_S411_L001_R2_001.fastq.gz	942	942	931	931	930	930	924	924	924
ABLG10664	ABLG10664	1	ABLG10664_S412_L001_R1_001.fastq.gz	ABLG10664_S412_L001_R2_001.fastq.gz	794	794	778	778	778	778	775	775	775
ABLG11527	ABLG11527	1	ABLG11527_S417_L001_R1_001.fastq.gz	ABLG11527_S417_L001_R2_001.fastq.gz	639	639	627	627	627	627	627	627	627
ABLG11528	ABLG11528	1	ABLG11528_S418_L001_R1_001.fastq.gz	ABLG11528_S418_L001_R2_001.fastq.gz	612	612	599	599	597	597	597	597	597
ABLG11529	ABLG11529	1	ABLG11529_S419_L001_R1_001.fastq.gz	ABLG11529_S419_L001_R2_001.fastq.gz	580	580	569	569	567	567	566	566	566
ABLG11530	ABLG11530	1	ABLG11530_S420_L001_R1_001.fastq.gz	ABLG11530_S420_L001_R2_001.fastq.gz	769	769	752	752	752	752	752	752	752
ABLG11609	ABLG11609	1	ABLG11609_S425_L001_R1_001.fastq.gz	ABLG11609_S425_L001_R2_001.fastq.gz	646	646	634	634	633	633	633	633	633
ABLG11610	ABLG11610	1	ABLG11610_S426_L001_R1_001.fastq.gz	ABLG11610_S426_L001_R2_001.fastq.gz	1008	1008	989	989	985	985	971	971	971
ABLG11613	ABLG11613	1	ABLG11613_S427_L001_R1_001.fastq.gz	ABLG11613_S427_L001_R2_001.fastq.gz	696	696	684	684	684	684	684	684	684
ABLG11614	ABLG11614	1	ABLG11614_S428_L001_R1_001.fastq.gz	ABLG11614_S428_L001_R2_001.fastq.gz	727	727	715	715	715	715	713	713	713
ABLG11655	ABLG11655	1	ABLG11655_S429_L001_R1_001.fastq.gz	ABLG11655_S429_L001_R2_001.fastq.gz	732	732	720	720	718	718	712	712	712
ABLG11657	ABLG11657	1	ABLG11657_S430_L001_R1_001.fastq.gz	ABLG11657_S430_L001_R2_001.fastq.gz	681	681	671	671	671	671	664	664	664
ABLG11660	ABLG11660	1	ABLG11660_S431_L001_R1_001.fastq.gz	ABLG11660_S431_L001_R2_001.fastq.gz	890	890	875	875	867	867	857	857	857
ABLG11662	ABLG11662	1	ABLG11662_S432_L001_R1_001.fastq.gz	ABLG11662_S432_L001_R2_001.fastq.gz	631	631	621	621	621	621	617	617	617
ABLG29562	ABLG29562	1	ABLG29562_S437_L001_R1_001.fastq.gz	ABLG29562_S437_L001_R2_001.fastq.gz	2017	2017	1994	1994	1983	1983	1925	1921	1921
ABLG29563	ABLG29563	1	ABLG29563_S438_L001_R1_001.fastq.gz	ABLG29563_S438_L001_R2_001.fastq.gz	2549	2549	2516	2516	2474	2474	2249	2244	2244
ABLG29564	ABLG29564	1	ABLG29564_S439_L001_R1_001.fastq.gz	ABLG29564_S439_L001_R2_001.fastq.gz	1669	1669	1642	1642	1637	1637	1526	1524	1524
ABLG29565	ABLG29565	1	ABLG29565_S440_L001_R1_001.fastq.gz	ABLG29565_S440_L001_R2_001.fastq.gz	1450	1450	1430	1430	1427	1427	1338	1338	1338
ABLG29566	ABLG29566	1	ABLG29566_S441_L001_R1_001.fastq.gz	ABLG29566_S441_L001_R2_001.fastq.gz	1843	1843	1817	1817	1806	1806	1769	1769	1769
ABLG29567	ABLG29567	1	ABLG29567_S442_L001_R1_001.fastq.gz	ABLG29567_S442_L001_R2_001.fastq.gz	1924	1924	1893	1893	1881	1881	1789	1789	1789
ABLG4486	ABLG4486	1	ABLG4486_S433_L001_R1_001.fastq.gz	ABLG4486_S433_L001_R2_001.fastq.gz	778	778	768	768	768	768	768	768	768
ABLG4520	ABLG4520	1	ABLG4520_S434_L001_R1_001.fastq.gz	ABLG4520_S434_L001_R2_001.fastq.gz	893	893	881	881	881	881	880	880	880
ABLG4531	ABLG4531	1	ABLG4531_S435_L001_R1_001.fastq.gz	ABLG4531_S435_L001_R2_001.fastq.gz	677	677	661	661	661	661	661	661	661
ABLG4534	ABLG4534	1	ABLG4534_S436_L001_R1_001.fastq.gz	ABLG4534_S436_L001_R2_001.fastq.gz	426	426	419	419	419	419	419	419	419
ABLG4621	ABLG4621	1	ABLG4621_S421_L001_R1_001.fastq.gz	ABLG4621_S421_L001_R2_001.fastq.gz	804	804	790	790	789	789	785	785	785
ABLG4622	ABLG4622	1	ABLG4622_S422_L001_R1_001.fastq.gz	ABLG4622_S422_L001_R2_001.fastq.gz	885	885	871	871	871	871	824	806	806
ABLG4623	ABLG4623	1	ABLG4623_S423_L001_R1_001.fastq.gz	ABLG4623_S423_L001_R2_001.fastq.gz	910	910	873	873	873	873	872	872	872
ABLG4624	ABLG4624	1	ABLG4624_S424_L001_R1_001.fastq.gz	ABLG4624_S424_L001_R2_001.fastq.gz	288	288	276	276	276	276	275	275	275
ABLG4670	ABLG4670	1	ABLG4670_S100_L001_R1_001.fastq.gz	ABLG4670_S100_L001_R2_001.fastq.gz	23903	23903	22969	22969	22927	22927	20203	20203	20203
ABLG8566	ABLG8566	1	ABLG8566_S101_L001_R1_001.fastq.gz	ABLG8566_S101_L001_R2_001.fastq.gz	22717	22717	21857	21857	21828	21828	21789	21788	21788
ABLG9486	ABLG9486	1	ABLG9486_S102_L001_R1_001.fastq.gz	ABLG9486_S102_L001_R2_001.fastq.gz	21945	21945	21059	21059	21027	21027	20967	20967	20967
ABLG9638	ABLG9638	1	ABLG9638_S413_L001_R1_001.fastq.gz	ABLG9638_S413_L001_R2_001.fastq.gz	856	856	837	837	835	835	805	801	801
ABLG9639	ABLG9639	1	ABLG9639_S414_L001_R1_001.fastq.gz	ABLG9639_S414_L001_R2_001.fastq.gz	656	656	651	651	647	647	609	595	595
ABLG9640	ABLG9640	1	ABLG9640_S415_L001_R1_001.fastq.gz	ABLG9640_S415_L001_R2_001.fastq.gz	911	911	902	902	902	902	869	869	869
ABLG9641	ABLG9641	1	ABLG9641_S416_L001_R1_001.fastq.gz	ABLG9641_S416_L001_R2_001.fastq.gz	767	767	695	695	695	695	677	677	677
all-even-A	all-even-A	1	all-even-A_S108_L001_R1_001.fastq.gz	all-even-A_S108_L001_R2_001.fastq.gz	21095	21095	20418	20418	20378	20378	17056	16248	16248
all-even-B	all-even-B	1	all-even-B_S112_L001_R1_001.fastq.gz	all-even-B_S112_L001_R2_001.fastq.gz	32605	32605	31567	31567	31507	31507	26331	25170	25170
all-even-C	all-even-C	1	all-even-C_S116_L001_R1_001.fastq.gz	all-even-C_S116_L001_R2_001.fastq.gz	25976	25976	25124	25124	25071	25071	20980	20087	20087
e01737	e01737	1	e01737_S97_L001_R1_001.fastq.gz	e01737_S97_L001_R2_001.fastq.gz	14803	14803	14235	14235	14202	14202	10017	9791	9791
e01738	e01738	1	e01738_S98_L001_R1_001.fastq.gz	e01738_S98_L001_R2_001.fastq.gz	19369	19369	18663	18663	18630	18630	16162	15673	15673
e01741	e01741	1	e01741_S99_L001_R1_001.fastq.gz	e01741_S99_L001_R2_001.fastq.gz	13461	13461	12996	12996	12969	12969	10799	10533	10533
e02250-A	e02250-A	1	e02250-A_S124_L001_R1_001.fastq.gz	e02250-A_S124_L001_R2_001.fastq.gz	22821	22821	22143	22143	22112	22112	20324	17723	17723
e02251-A	e02251-A	1	e02251-A_S125_L001_R1_001.fastq.gz	e02251-A_S125_L001_R2_001.fastq.gz	31557	31557	30512	30512	30458	30458	29103	29103	29103
e02252-A	e02252-A	1	e02252-A_S126_L001_R1_001.fastq.gz	e02252-A_S126_L001_R2_001.fastq.gz	24693	24693	23958	23958	23929	23929	23759	23759	23759
e02253-A	e02253-A	1	e02253-A_S127_L001_R1_001.fastq.gz	e02253-A_S127_L001_R2_001.fastq.gz	24594	24594	23920	23920	23892	23892	23317	23316	23316
e02254-A	e02254-A	1	e02254-A_S128_L001_R1_001.fastq.gz	e02254-A_S128_L001_R2_001.fastq.gz	31839	31839	30907	30907	30872	30872	27495	25197	25197
e02255-A	e02255-A	1	e02255-A_S129_L001_R1_001.fastq.gz	e02255-A_S129_L001_R2_001.fastq.gz	25527	25527	24674	24674	24649	24649	23861	23861	23861
e02256-A	e02256-A	1	e02256-A_S130_L001_R1_001.fastq.gz	e02256-A_S130_L001_R2_001.fastq.gz	2599	2599	2488	2488	1627	1627	14	14	14
e02257-A	e02257-A	1	e02257-A_S131_L001_R1_001.fastq.gz	e02257-A_S131_L001_R2_001.fastq.gz	24671	24671	22511	22511	22476	22476	20614	18671	18671
e02258-A	e02258-A	1	e02258-A_S132_L001_R1_001.fastq.gz	e02258-A_S132_L001_R2_001.fastq.gz	14761	14761	14312	14312	13477	13477	8556	8556	8556
e02259-A	e02259-A	1	e02259-A_S133_L001_R1_001.fastq.gz	e02259-A_S133_L001_R2_001.fastq.gz	2746	2746	2623	2623	1654	1654	335	321	321
e02260-A	e02260-A	1	e02260-A_S134_L001_R1_001.fastq.gz	e02260-A_S134_L001_R2_001.fastq.gz	2621	2621	2468	2468	1344	1344	223	223	223
e02261	e02261	1	e02261_S105_L001_R1_001.fastq.gz	e02261_S105_L001_R2_001.fastq.gz	22621	22621	21790	21790	21759	21759	21686	21686	21686
e02261-A	e02261-A	1	e02261-A_S135_L001_R1_001.fastq.gz	e02261-A_S135_L001_R2_001.fastq.gz	2419	2419	2287	2287	1386	1386	17	17	17
e02262-A	e02262-A	1	e02262-A_S136_L001_R1_001.fastq.gz	e02262-A_S136_L001_R2_001.fastq.gz	1906	1906	1805	1805	901	901	177	177	177
e02263-A	e02263-A	1	e02263-A_S137_L001_R1_001.fastq.gz	e02263-A_S137_L001_R2_001.fastq.gz	2225	2225	2122	2122	1160	1160	31	31	31
e02264-A	e02264-A	1	e02264-A_S138_L001_R1_001.fastq.gz	e02264-A_S138_L001_R2_001.fastq.gz	32405	32405	31060	31060	31025	31025	30429	30429	30429
e02265-A	e02265-A	1	e02265-A_S139_L001_R1_001.fastq.gz	e02265-A_S139_L001_R2_001.fastq.gz	13343	13343	12975	12975	12916	12916	12176	12176	12176
e02266-A	e02266-A	1	e02266-A_S140_L001_R1_001.fastq.gz	e02266-A_S140_L001_R2_001.fastq.gz	28212	28212	27404	27404	27355	27355	26912	26912	26912
e02267-A	e02267-A	1	e02267-A_S141_L001_R1_001.fastq.gz	e02267-A_S141_L001_R2_001.fastq.gz	35021	35021	34054	34054	33997	33997	32787	32787	32787
e02268-A	e02268-A	1	e02268-A_S142_L001_R1_001.fastq.gz	e02268-A_S142_L001_R2_001.fastq.gz	1966	1966	1880	1880	1310	1310	110	110	110
e02269-A	e02269-A	1	e02269-A_S143_L001_R1_001.fastq.gz	e02269-A_S143_L001_R2_001.fastq.gz	2153	2153	2075	2075	1192	1192	234	234	234
e02270-A	e02270-A	1	e02270-A_S144_L001_R1_001.fastq.gz	e02270-A_S144_L001_R2_001.fastq.gz	30072	30072	29158	29158	29121	29121	26687	25149	25149
e02271-A	e02271-A	1	e02271-A_S145_L001_R1_001.fastq.gz	e02271-A_S145_L001_R2_001.fastq.gz	32983	32983	32037	32037	31992	31992	28741	28741	28741
e02272-A	e02272-A	1	e02272-A_S146_L001_R1_001.fastq.gz	e02272-A_S146_L001_R2_001.fastq.gz	38017	38017	36869	36869	36808	36808	33008	33008	33008
e02273-A	e02273-A	1	e02273-A_S147_L001_R1_001.fastq.gz	e02273-A_S147_L001_R2_001.fastq.gz	8129	8129	7895	7895	7874	7874	6944	6944	6944
e02274-A	e02274-A	1	e02274-A_S148_L001_R1_001.fastq.gz	e02274-A_S148_L001_R2_001.fastq.gz	30622	30622	29649	29649	29595	29595	27672	27672	27672
e02275-A	e02275-A	1	e02275-A_S149_L001_R1_001.fastq.gz	e02275-A_S149_L001_R2_001.fastq.gz	25799	25799	25055	25055	25012	25012	23368	21425	21425
e02276-A	e02276-A	1	e02276-A_S150_L001_R1_001.fastq.gz	e02276-A_S150_L001_R2_001.fastq.gz	21384	21384	20743	20743	20710	20710	18433	16962	16962
e02277-A	e02277-A	1	e02277-A_S151_L001_R1_001.fastq.gz	e02277-A_S151_L001_R2_001.fastq.gz	31594	31594	30718	30718	30672	30672	28441	28441	28441
e02278-A	e02278-A	1	e02278-A_S152_L001_R1_001.fastq.gz	e02278-A_S152_L001_R2_001.fastq.gz	1611	1611	1563	1563	819	819	60	60	60
e02279-A	e02279-A	1	e02279-A_S153_L001_R1_001.fastq.gz	e02279-A_S153_L001_R2_001.fastq.gz	27386	27386	26542	26542	26505	26505	22677	22676	22676
e02280-A	e02280-A	1	e02280-A_S154_L001_R1_001.fastq.gz	e02280-A_S154_L001_R2_001.fastq.gz	37684	37684	36581	36581	36525	36525	33534	33534	33534
e02281-A	e02281-A	1	e02281-A_S155_L001_R1_001.fastq.gz	e02281-A_S155_L001_R2_001.fastq.gz	2146	2146	2030	2030	911	911	198	198	198
e02282-A	e02282-A	1	e02282-A_S156_L001_R1_001.fastq.gz	e02282-A_S156_L001_R2_001.fastq.gz	2819	2819	2704	2704	1317	1317	173	173	173
e02283-A	e02283-A	1	e02283-A_S157_L001_R1_001.fastq.gz	e02283-A_S157_L001_R2_001.fastq.gz	2457	2457	2352	2352	1565	1565	131	130	130
e02284-A	e02284-A	1	e02284-A_S158_L001_R1_001.fastq.gz	e02284-A_S158_L001_R2_001.fastq.gz	32736	32736	31895	31895	31859	31859	30524	30519	30519
e02285-A	e02285-A	1	e02285-A_S159_L001_R1_001.fastq.gz	e02285-A_S159_L001_R2_001.fastq.gz	1423	1423	1335	1335	889	889	92	92	92
e02286-A	e02286-A	1	e02286-A_S160_L001_R1_001.fastq.gz	e02286-A_S160_L001_R2_001.fastq.gz	2220	2220	2124	2124	1084	1084	152	152	152
e02287-A	e02287-A	1	e02287-A_S161_L001_R1_001.fastq.gz	e02287-A_S161_L001_R2_001.fastq.gz	41750	41750	40491	40491	40432	40432	39647	39647	39647
e02288-A	e02288-A	1	e02288-A_S162_L001_R1_001.fastq.gz	e02288-A_S162_L001_R2_001.fastq.gz	2404	2404	2304	2304	1710	1710	16	16	16
e02289-A	e02289-A	1	e02289-A_S163_L001_R1_001.fastq.gz	e02289-A_S163_L001_R2_001.fastq.gz	24117	24117	23403	23403	23358	23358	22665	22665	22665
e02290-A	e02290-A	1	e02290-A_S164_L001_R1_001.fastq.gz	e02290-A_S164_L001_R2_001.fastq.gz	27811	27811	26960	26960	26906	26906	26068	24275	24275
e02291-A	e02291-A	1	e02291-A_S165_L001_R1_001.fastq.gz	e02291-A_S165_L001_R2_001.fastq.gz	19872	19872	19303	19303	19280	19280	17507	16283	16283
e02292-A	e02292-A	1	e02292-A_S166_L001_R1_001.fastq.gz	e02292-A_S166_L001_R2_001.fastq.gz	22475	22475	21839	21839	21768	21768	20596	20596	20596
e02293-A	e02293-A	1	e02293-A_S167_L001_R1_001.fastq.gz	e02293-A_S167_L001_R2_001.fastq.gz	18519	18519	17960	17960	17914	17914	16373	15278	15278
e02294-A	e02294-A	1	e02294-A_S168_L001_R1_001.fastq.gz	e02294-A_S168_L001_R2_001.fastq.gz	3399	3399	3289	3289	3281	3281	2872	2771	2771
e02295-A	e02295-A	1	e02295-A_S169_L001_R1_001.fastq.gz	e02295-A_S169_L001_R2_001.fastq.gz	20983	20983	20322	20322	20304	20304	18044	16268	16268
e02296-A	e02296-A	1	e02296-A_S170_L001_R1_001.fastq.gz	e02296-A_S170_L001_R2_001.fastq.gz	20439	20439	19793	19793	19754	19754	16515	14438	14438
e02297-A	e02297-A	1	e02297-A_S172_L001_R1_001.fastq.gz	e02297-A_S172_L001_R2_001.fastq.gz	24312	24312	23612	23612	23582	23582	20665	18805	18805
e02298	e02298	1	e02298_S104_L001_R1_001.fastq.gz	e02298_S104_L001_R2_001.fastq.gz	1652	1652	1573	1573	1147	1147	8	8	8
e02298-A	e02298-A	1	e02298-A_S173_L001_R1_001.fastq.gz	e02298-A_S173_L001_R2_001.fastq.gz	36313	36313	35197	35197	35147	35147	34960	34960	34960
e02299-A	e02299-A	1	e02299-A_S174_L001_R1_001.fastq.gz	e02299-A_S174_L001_R2_001.fastq.gz	29673	29673	28744	28744	28694	28694	28386	28386	28386
e02300-A	e02300-A	1	e02300-A_S175_L001_R1_001.fastq.gz	e02300-A_S175_L001_R2_001.fastq.gz	2085	2085	1996	1996	1284	1284	83	83	83
e02301-A	e02301-A	1	e02301-A_S176_L001_R1_001.fastq.gz	e02301-A_S176_L001_R2_001.fastq.gz	34692	34692	33507	33507	33462	33462	31908	31904	31904
e02302-A	e02302-A	1	e02302-A_S177_L001_R1_001.fastq.gz	e02302-A_S177_L001_R2_001.fastq.gz	37811	37811	36713	36713	36673	36673	36351	36166	36166
e02303-A	e02303-A	1	e02303-A_S178_L001_R1_001.fastq.gz	e02303-A_S178_L001_R2_001.fastq.gz	28452	28452	27601	27601	27564	27564	23861	23861	23861
e02304-A	e02304-A	1	e02304-A_S179_L001_R1_001.fastq.gz	e02304-A_S179_L001_R2_001.fastq.gz	2932	2932	2767	2767	1641	1641	94	94	94
e02305-A	e02305-A	1	e02305-A_S180_L001_R1_001.fastq.gz	e02305-A_S180_L001_R2_001.fastq.gz	27426	27426	26618	26618	26593	26593	25788	25788	25788
e02306-A	e02306-A	1	e02306-A_S181_L001_R1_001.fastq.gz	e02306-A_S181_L001_R2_001.fastq.gz	2225	2225	2122	2122	1434	1434	25	25	25
e02307-A	e02307-A	1	e02307-A_S182_L001_R1_001.fastq.gz	e02307-A_S182_L001_R2_001.fastq.gz	1783	1783	1726	1726	871	871	154	154	154
e02308-A	e02308-A	1	e02308-A_S183_L001_R1_001.fastq.gz	e02308-A_S183_L001_R2_001.fastq.gz	2209	2209	2100	2100	1134	1134	225	222	222
e02309-A	e02309-A	1	e02309-A_S184_L001_R1_001.fastq.gz	e02309-A_S184_L001_R2_001.fastq.gz	29729	29729	28850	28850	28816	28816	27569	27569	27569
e02310-A	e02310-A	1	e02310-A_S185_L001_R1_001.fastq.gz	e02310-A_S185_L001_R2_001.fastq.gz	1964	1964	1867	1867	1030	1030	54	50	50
e02311-A	e02311-A	1	e02311-A_S186_L001_R1_001.fastq.gz	e02311-A_S186_L001_R2_001.fastq.gz	29721	29721	27884	27884	27844	27844	26917	1821	1821
e02312-A	e02312-A	1	e02312-A_S187_L001_R1_001.fastq.gz	e02312-A_S187_L001_R2_001.fastq.gz	26939	26939	26174	26174	26142	26142	25654	25034	25034
e02313-A	e02313-A	1	e02313-A_S188_L001_R1_001.fastq.gz	e02313-A_S188_L001_R2_001.fastq.gz	27192	27192	26439	26439	26400	26400	24673	10429	10429
e02314-A	e02314-A	1	e02314-A_S189_L001_R1_001.fastq.gz	e02314-A_S189_L001_R2_001.fastq.gz	2970	2970	2846	2846	1614	1614	77	77	77
e02315-A	e02315-A	1	e02315-A_S190_L001_R1_001.fastq.gz	e02315-A_S190_L001_R2_001.fastq.gz	22236	22236	21621	21621	21589	21589	19458	18194	18194
e02316-A	e02316-A	1	e02316-A_S191_L001_R1_001.fastq.gz	e02316-A_S191_L001_R2_001.fastq.gz	32179	32179	31229	31229	31172	31172	30777	30769	30769
e02317-A	e02317-A	1	e02317-A_S192_L001_R1_001.fastq.gz	e02317-A_S192_L001_R2_001.fastq.gz	28775	28775	25396	25396	25159	25159	21443	19310	19310
e02318-A	e02318-A	1	e02318-A_S193_L001_R1_001.fastq.gz	e02318-A_S193_L001_R2_001.fastq.gz	30518	30518	29672	29672	29627	29627	28570	27005	27005
e02319-A	e02319-A	1	e02319-A_S194_L001_R1_001.fastq.gz	e02319-A_S194_L001_R2_001.fastq.gz	24658	24658	23885	23885	23850	23850	22406	20290	20290
e02320-A	e02320-A	1	e02320-A_S195_L001_R1_001.fastq.gz	e02320-A_S195_L001_R2_001.fastq.gz	2566	2566	2418	2418	1505	1505	128	128	128
e02321-A	e02321-A	1	e02321-A_S196_L001_R1_001.fastq.gz	e02321-A_S196_L001_R2_001.fastq.gz	27118	27118	26398	26398	26370	26370	25669	25669	25669
e02322-A	e02322-A	1	e02322-A_S197_L001_R1_001.fastq.gz	e02322-A_S197_L001_R2_001.fastq.gz	33887	33887	32974	32974	32918	32918	31925	31925	31925
e02323-A	e02323-A	1	e02323-A_S198_L001_R1_001.fastq.gz	e02323-A_S198_L001_R2_001.fastq.gz	32756	32756	31832	31832	31794	31794	31472	31472	31472
e02324-A	e02324-A	1	e02324-A_S199_L001_R1_001.fastq.gz	e02324-A_S199_L001_R2_001.fastq.gz	2339	2339	2193	2193	1197	1197	5	5	5
e02325-A	e02325-A	1	e02325-A_S200_L001_R1_001.fastq.gz	e02325-A_S200_L001_R2_001.fastq.gz	2452	2452	2365	2365	1301	1301	320	303	303
e02326-A	e02326-A	1	e02326-A_S201_L001_R1_001.fastq.gz	e02326-A_S201_L001_R2_001.fastq.gz	2238	2238	2141	2141	1128	1128	183	179	179
e02327-A	e02327-A	1	e02327-A_S202_L001_R1_001.fastq.gz	e02327-A_S202_L001_R2_001.fastq.gz	29087	29087	28325	28325	28288	28288	27348	27348	27348
e02328-A	e02328-A	1	e02328-A_S203_L001_R1_001.fastq.gz	e02328-A_S203_L001_R2_001.fastq.gz	3187	3187	3042	3042	1680	1680	202	201	201
e02329-A	e02329-A	1	e02329-A_S204_L001_R1_001.fastq.gz	e02329-A_S204_L001_R2_001.fastq.gz	2820	2820	2686	2686	1210	1210	613	613	613
e02330-A	e02330-A	1	e02330-A_S217_L001_R1_001.fastq.gz	e02330-A_S217_L001_R2_001.fastq.gz	1581	1581	1486	1486	682	682	359	359	359
e02331-A	e02331-A	1	e02331-A_S205_L001_R1_001.fastq.gz	e02331-A_S205_L001_R2_001.fastq.gz	2981	2981	2812	2812	1503	1503	224	220	220
e02332-A	e02332-A	1	e02332-A_S206_L001_R1_001.fastq.gz	e02332-A_S206_L001_R2_001.fastq.gz	2176	2176	2045	2045	1238	1238	182	182	182
e02333-A	e02333-A	1	e02333-A_S207_L001_R1_001.fastq.gz	e02333-A_S207_L001_R2_001.fastq.gz	2073	2073	1949	1949	1085	1085	77	77	77
e02334-A	e02334-A	1	e02334-A_S208_L001_R1_001.fastq.gz	e02334-A_S208_L001_R2_001.fastq.gz	30832	30832	29896	29896	29856	29856	26022	26022	26022
e02335-A	e02335-A	1	e02335-A_S209_L001_R1_001.fastq.gz	e02335-A_S209_L001_R2_001.fastq.gz	2516	2516	2412	2412	1088	1088	16	16	16
e02336-A	e02336-A	1	e02336-A_S210_L001_R1_001.fastq.gz	e02336-A_S210_L001_R2_001.fastq.gz	20428	20428	19847	19847	19816	19816	17834	16420	16420
e02337-A	e02337-A	1	e02337-A_S211_L001_R1_001.fastq.gz	e02337-A_S211_L001_R2_001.fastq.gz	28235	28235	27451	27451	27403	27403	24268	24256	24256
e02338-A	e02338-A	1	e02338-A_S212_L001_R1_001.fastq.gz	e02338-A_S212_L001_R2_001.fastq.gz	2154	2154	2057	2057	793	793	329	310	310
e02339	e02339	1	e02339_S103_L001_R1_001.fastq.gz	e02339_S103_L001_R2_001.fastq.gz	17484	17484	16839	16839	16813	16813	16771	16771	16771
e02339-A	e02339-A	1	e02339-A_S213_L001_R1_001.fastq.gz	e02339-A_S213_L001_R2_001.fastq.gz	21255	21255	20596	20596	20569	20569	20362	20362	20362
e02340-A	e02340-A	1	e02340-A_S214_L001_R1_001.fastq.gz	e02340-A_S214_L001_R2_001.fastq.gz	21056	21056	20467	20467	20415	20415	19710	19710	19710
e02341-A	e02341-A	1	e02341-A_S215_L001_R1_001.fastq.gz	e02341-A_S215_L001_R2_001.fastq.gz	20439	20439	19754	19754	19713	19713	19464	19464	19464
e02342-A	e02342-A	1	e02342-A_S216_L001_R1_001.fastq.gz	e02342-A_S216_L001_R2_001.fastq.gz	18534	18534	17944	17944	17915	17915	15837	15525	15525
NC	NC	1	NC_S107_L001_R1_001.fastq.gz	NC_S107_L001_R2_001.fastq.gz	17522	17522	16841	16841	16804	16804	16748	16748	16748
NC22-1-A	NC22-1-A	1	NC22-1-A_S171_L001_R1_001.fastq.gz	NC22-1-A_S171_L001_R2_001.fastq.gz	2605	2605	2500	2500	1742	1742	885	885	885
NC22-2-A	NC22-2-A	1	NC22-2-A_S219_L001_R1_001.fastq.gz	NC22-2-A_S219_L001_R2_001.fastq.gz	3058	3058	2446	2446	1523	1523	154	149	149
ns-even-A	ns-even-A	1	ns-even-A_S111_L001_R1_001.fastq.gz	ns-even-A_S111_L001_R2_001.fastq.gz	21836	21836	21174	21174	21100	21100	17927	17342	17342
ns-even-B	ns-even-B	1	ns-even-B_S115_L001_R1_001.fastq.gz	ns-even-B_S115_L001_R2_001.fastq.gz	31031	31031	30063	30063	29960	29960	25110	24267	24267
ns-even-C	ns-even-C	1	ns-even-C_S119_L001_R1_001.fastq.gz	ns-even-C_S119_L001_R2_001.fastq.gz	25314	25314	24485	24485	24399	24399	20809	19991	19991
NTC	NTC	1	NTC_S56_L001_R1_001.fastq.gz	NTC_S56_L001_R2_001.fastq.gz	554	554	531	531	191	191	3	3	3
os-even-A	os-even-A	1	os-even-A_S109_L001_R1_001.fastq.gz	os-even-A_S109_L001_R2_001.fastq.gz	38167	38167	36791	36791	36707	36707	30837	29160	29160
os-even-B	os-even-B	1	os-even-B_S113_L001_R1_001.fastq.gz	os-even-B_S113_L001_R2_001.fastq.gz	37678	37678	36512	36512	36435	36435	31003	29394	29394
os-even-C	os-even-C	1	os-even-C_S117_L001_R1_001.fastq.gz	os-even-C_S117_L001_R2_001.fastq.gz	39154	39154	37868	37868	37798	37798	31599	29802	29802
os-skew-A	os-skew-A	1	os-skew-A_S110_L001_R1_001.fastq.gz	os-skew-A_S110_L001_R2_001.fastq.gz	25889	25889	25010	25010	24957	24957	21571	20047	20047
os-skew-B	os-skew-B	1	os-skew-B_S114_L001_R1_001.fastq.gz	os-skew-B_S114_L001_R2_001.fastq.gz	44824	44824	43336	43336	43241	43241	37928	34178	34178
os-skew-C	os-skew-C	1	os-skew-C_S118_L001_R1_001.fastq.gz	os-skew-C_S118_L001_R2_001.fastq.gz	24199	24199	23446	23446	23403	23403	20203	18552	18552
PC	PC	1	PC_S106_L001_R1_001.fastq.gz	PC_S106_L001_R2_001.fastq.gz	2054	2054	1976	1976	1033	1033	49	49	49
PC22-A	PC22-A	1	PC22-A_S218_L001_R1_001.fastq.gz	PC22-A_S218_L001_R2_001.fastq.gz	14020	14020	13238	13238	13182	13182	10917	10917	10917
